_id,App,Vendor,Price,Purchases,Rating_Votes,Description_Length,Description_Word_Count,App_Name_Length,Vendor_Avg_Purchases,Vendor_App_Count,Vendor_Success_Rate,Price_vs_Vendor_Avg,Success
682353fc72b9630b085dc418,Advanced Inventory Reports | Advanced Dashboard,Setu Consulting Services Pvt. Ltd.,332.07,212,11.0,1514,184,47,47.0,25.0,0.038294509219199406,1.3316891241578441,1
682353fc72b9630b085dc419,All In One Helpdesk | CRM Helpdesk | Sale Order Helpdesk | Purchase Helpdesk | Invoice Helpdesk | Helpdesk Timesheet | Helpdesk Support Ticket To Task,Softhealer Technologies,119.8,432,0.0,1363,180,150,50.62,832.0,0.04124400120586965,2.291945666730438,1
682353fc72b9630b085dc41a,"ZKTeco, ESSL & ADMS Push Attendance Integration",Ahmed Nour,342.69,6,0.0,98,15,47,1.07,15.0,0.0008718111673307098,4.624696356275303,0
682353fc72b9630b085dc41b,MailChimp Connector,TeqStars,388.7,146,10.0,145,18,19,79.61,38.0,0.0648643804029886,2.850333651096282,1
682353fc72b9630b085dc41c,Odoo Gantt View Base,Ksolves India Ltd.,270.99,299,0.0,1531,200,20,228.53,58.0,0.18620094025241787,1.0231443026504567,1
682353fc72b9630b085dc41d,"Mail Messages Easy Pro: Show Lost Message, Move Message, Reply, Forward, Move, Edit or Delete from Chatter, Filter Messages in Chatter","Cetmix,Ivan Sokolov",221.01,434,8.0,162,22,134,148.71,7.0,0.12116545672313071,2.426548089591568,1
682353fc72b9630b085dc41e,Trilab Invoice PL,Trilab,155.48,125,0.0,35,7,17,23.89,37.0,0.01946501755843987,0.7403809523809524,1
682353fc72b9630b085dc41f,MercadoLibre Publisher / Mercado Libre Odoo Connector,Moldeo Interactive,342.69,99,0.0,53,7,53,68.31,13.0,0.0556574026545428,0.8973761391012883,1
682353fc72b9630b085dc420,DIOT report 2025,Vauxoo,256.44,4,0.0,43,7,16,0.08,125.0,6.518214335182877e-05,30.492271105826397,0
682353fc72b9630b085dc421,Odoo Office365 Connector,Techloyce,499.0,116,0.0,121,17,24,27.62,13.0,0.022504134992218885,0.9987590568832313,1
682353fc72b9630b085dc422,Hotel Management,Pragmatic TechSoft Pvt Ltd.,499.0,77,0.0,148,19,16,54.73,49.0,0.04459273382056986,2.412726041968862,1
682353fc72b9630b085dc423,Odoo Facebook Conversions API | Meta Conversion API Integration,Garazd Creation,217.68,54,0.0,115,18,63,63.28,72.0,0.05155907539129656,3.615346287992028,1
682353fc72b9630b085dc424,Odoo Magento 2 Connector PRO,VentorTech,554.19,42,9.0,1272,146,28,176.48,27.0,0.14379180823413426,2.0021315028901734,1
682353fc72b9630b085dc425,Multiple Branch Unit Operation Setup for All Applications Odoo,BROWSEINFO,165.48,657,6.0,255,34,62,53.07,938.0,0.04324020434601941,3.235823230348064,1
682353fc72b9630b085dc426,ZPL Label Designer,VentorTech,109.95,285,7.0,57,10,18,176.48,27.0,0.14379180823413426,0.39721820809248554,1
682353fc72b9630b085dc427,Gantt View PRO (Enterprise),Bryntum AB,988.43,138,0.0,75,13,27,121.67,3.0,0.09913389227021258,0.9999898830480353,1
682353fc72b9630b085dc428,Odoo nShift Shipping Connector,SprintIT,988.43,39,0.0,0,0,30,4.94,17.0,0.004024997351975427,7.850913423351866,1
682353fc72b9630b085dc429,Advanced User Audit | User Activity Audit | Login Notification,Terabits Technolab,195.81,154,0.0,187,25,62,80.64,42.0,0.0657036004986434,0.9513190497012098,1
682353fc72b9630b085dc42a,ChatRoom BASE Whatsapp - Messenger - Instagram. Live Chat. Real All in One with ChatGPT OpenAI and Sale Funnels. Online translator.,AcruxLab,97.0,657,11.0,387,53,131,234.71,17.0,0.19123626082634665,0.615169964485033,1
682353fc72b9630b085dc42b,Advanced Property Sale & Rental Management | Real Estate | Property Sales | Property Rental | Property Management,TechKhedut Inc.,244.45,209,6.0,33,5,113,31.81,69.0,0.025918049750270913,2.313771888310459,1
682353fc72b9630b085dc42c,QLIK Connector,TechFinna,470.88,8,0.0,965,123,14,20.15,13.0,0.01641775235674187,1.033969390219802,0
682353fc72b9630b085dc42d,Power BI | Power BI | Odoo to PowerBI Desktop Integration | Odoo PowerBI Desktop Connector | PowerBI Desktop Connector,Creyox Technologies,510.0,3,0.0,4620,685,118,5.28,121.0,0.004302021461220699,6.049822064056939,0
682353fc72b9630b085dc42e,Odoo Hubspot Integration,Pragmatic TechSoft Pvt Ltd.,299.0,134,0.0,152,21,24,54.73,49.0,0.04459273382056986,1.4457015762498793,1
682353fc72b9630b085dc42f,Password Manager,faOtools,192.13,154,0.0,181,25,16,131.34,88.0,0.10701278384786489,1.2016386265557573,1
682353fc72b9630b085dc430,Tender Management,inteslar,877.37,9,0.0,54,9,17,16.6,5.0,0.01352529474550447,1.044077921768829,0
682353fc72b9630b085dc431,Odoo Multi Vendor Marketplace,Webkul Software Pvt. Ltd.,292.75,392,7.0,866,115,29,53.23,448.0,0.04337056863272307,2.0939131678706815,1
682353fc72b9630b085dc432,Xero Integration OAuth 2.0 REST API,Pragmatic TechSoft Pvt Ltd.,299.0,208,0.0,160,23,35,54.73,49.0,0.04459273382056986,1.4457015762498793,1
682353fc72b9630b085dc433,Pos Proxy Services,Pronexo,1174.93,1,0.0,66,10,18,1.0,7.0,0.0008147767918978596,3.432757764338096,0
682353fc72b9630b085dc434,KSA Zatca Phase-2,Alhaditech,829.75,43,0.0,96,12,17,19.8,10.0,0.01613258047957762,1.9523988799736465,1
682353fc72b9630b085dc435,Inter Company Transfer,Setu Consulting Services Pvt. Ltd.,165.48,108,8.0,955,114,22,47.0,25.0,0.038294509219199406,0.663618864292589,1
682353fc72b9630b085dc436,Odoo Table Relationships & Data Model,TechFinna,390.66,24,0.0,725,100,37,20.15,13.0,0.01641775235674187,0.8578204255506029,1
682353fc72b9630b085dc437,Point of Sale Retail Shop| POS Retail Shop| All In One POS Retail,Softhealer Technologies,202.77,279,5.0,6900,1154,65,50.62,832.0,0.04124400120586965,3.879280658121294,1
682353fc72b9630b085dc438,All in one Dynamic Financial Reports v18,Pycus,166.59,781,21.0,102,15,40,521.0,3.0,0.42449870857878486,1.4061787794378324,1
682353fc72b9630b085dc439,Employee Visits With Location Information,DeeB,133.27,11,0.0,121,21,41,3.71,7.0,0.0030228218979410594,1.9367824444121495,1
682353fc72b9630b085dc43a,Odoo Shopify Connector,TeqStars,422.02,284,65.0,254,37,22,79.61,38.0,0.0648643804029886,3.094668915450612,1
682353fc72b9630b085dc43b,Odoo Education Management System,Webkul Software Pvt. Ltd.,390.66,9,0.0,703,77,32,53.23,448.0,0.04337056863272307,2.794220728131035,0
682353fc72b9630b085dc43c,Advance Access Management,Terabits Technolab,478.76,39,0.0,370,58,25,80.64,42.0,0.0657036004986434,2.325997182140602,1
682353fc72b9630b085dc43d,POS Kitchen Screen,Andreas Bichinger,110.95,26,0.0,694,93,18,7.0,21.0,0.005703437543285017,1.1039800995024875,1
682353fc72b9630b085dc43e,Project Job Costing (Contracting) and Job Cost Sheet for Construction,Probuse Consulting Service Pvt. Ltd.,197.69,422,0.0,67,9,69,18.73,615.0,0.015260769312246911,1.2161048228346456,1
682353fc72b9630b085dc43f,Odoo Facebook Pixel Tracking | Facebook Pixel Integration in Odoo,Garazd Creation,84.41,166,0.0,187,30,65,63.28,72.0,0.05155907539129656,1.4019265902673974,1
682353fc72b9630b085dc440,POS Fast Loading,Webkul Software Pvt. Ltd.,243.8,49,0.0,644,122,16,53.23,448.0,0.04337056863272307,1.7437951505614764,1
682353fc72b9630b085dc441,Print Direct : Single Click Print,Webkul Software Pvt. Ltd.,175.26,37,0.0,1890,324,33,53.23,448.0,0.04337056863272307,1.253558400686646,1
682353fc72b9630b085dc442,NMI Payment Gateway | NMI API Integration | Payment Provider: NMI | NMI Payment Solutions | NMI Payment Processing | NMI Payment System,Creyox Technologies,355.5,6,0.0,491,59,135,5.28,121.0,0.004302021461220699,4.217081850533807,0
682353fc72b9630b085dc443,Requisitions Material Stock and Purchase by Employees,Probuse Consulting Service Pvt. Ltd.,87.74,702,0.0,65,10,53,18.73,615.0,0.015260769312246911,0.5397391732283464,1
682353fc72b9630b085dc444,MercadoLibre Multiple Accounts / Mercado Libre Publisher Extension,Moldeo Interactive,834.29,54,0.0,0,0,66,68.31,13.0,0.0556574026545428,2.184691526133864,1
682353fc72b9630b085dc445,ODOO SAAS KIT | ALL IN ONE,Webkul Software Pvt. Ltd.,684.4,191,7.0,431,78,26,53.23,448.0,0.04337056863272307,4.895214934554037,1
682353fc72b9630b085dc446,Odoo AI-Driven Document Digitization,Webkul Software Pvt. Ltd.,684.4,1,0.0,336,42,36,53.23,448.0,0.04337056863272307,4.895214934554037,0
682353fc72b9630b085dc447,Multi Company Email Communications (Multi-Company Email),Open User Systems,111.06,29,0.0,90,15,56,28.0,4.0,0.02281375017314007,0.7999711877836203,1
682353fc72b9630b085dc448,Advance Reordering | Advance Purchase Reordering,Setu Consulting Services Pvt. Ltd.,831.84,67,9.0,1118,128,48,47.0,25.0,0.038294509219199406,3.3358999037536097,1
682353fc72b9630b085dc449,i.SAF,Sandas,666.36,1,0.0,0,0,5,1.0,2.0,0.0008147767918978596,0.9999849933220283,0
682353fc72b9630b085dc44a,Advance Payments,MAC5,222.11,52,0.0,1573,164,16,15.55,53.0,0.012669779114011718,1.0675799086757993,1
682353fc72b9630b085dc44b,Odoo QuickBooks Online Connector PRO,VentorTech,332.07,82,6.0,1089,129,36,176.48,27.0,0.14379180823413426,1.1996748554913295,1
682353fc72b9630b085dc44c,Stripe Terminal Integration,Vraja Technologies,332.07,11,0.0,1260,130,27,13.87,134.0,0.011300954103623313,1.7569841269841269,1
682353fc72b9630b085dc44d,Shipstation Odoo Shipping Connector,Vraja Technologies,165.48,278,16.0,945,124,35,13.87,134.0,0.011300954103623313,0.8755555555555555,1
682353fc72b9630b085dc44e,MuK REST API for Odoo,MuK IT,216.57,565,5.0,35,6,21,26.33,67.0,0.02145307293067064,6.497749774977498,1
682353fc72b9630b085dc44f,eBay Odoo Connector,Emipro Technologies Pvt. Ltd.,665.25,172,19.0,1540,220,19,1066.16,19.0,0.8686824244498221,1.6599710549955087,1
682353fc72b9630b085dc450,Fuel Station Management System,AppsComp Widgets Pvt Ltd,721.89,5,0.0,625,84,30,5.23,35.0,0.004261282621625806,9.84171779141104,0
682353fc72b9630b085dc451,Jordan E-Invoice Integration,Flex-Ops - Abdalrahman Shahrour,293.73,13,0.0,33,4,28,13.0,2.0,0.010592098294672175,0.9999659562878737,1
682353fc72b9630b085dc452,Odoo Zoho Integration,echoBitz IT Solutions Pvt. Ltd.,299.0,2,0.0,126,19,21,2.41,17.0,0.0019636120684738416,3.1084312298575734,0
682353fc72b9630b085dc453,POS Network Printer | POS Order Receipt Printer | ESC/POS Printer,Creyox Technologies,99.0,63,0.0,631,80,65,5.28,121.0,0.004302021461220699,1.174377224199288,1
682353fc72b9630b085dc454,Odoo CPQ - Custom Product Configurator,Aktiv Software,292.75,27,0.0,113,18,38,49.36,33.0,0.04021738244807835,7.357376225182207,1
682353fc72b9630b085dc455,QuickBooks USA Online Odoo Connector,Pragmatic TechSoft Pvt Ltd.,199.0,213,0.0,251,30,36,54.73,49.0,0.04459273382056986,0.9621893433903879,1
682353fc72b9630b085dc456,All in one Freight Management | Advance Freight | Transport Management,TechKhedut Inc.,194.59,86,0.0,38,5,70,31.81,69.0,0.025918049750270913,1.8418362517747278,1
682353fc72b9630b085dc457,Car Repair and Automotive Service Maintenance Management Odoo App,BROWSEINFO,143.27,148,0.0,253,33,65,53.07,938.0,0.04324020434601941,2.801525224872898,1
682353fc72b9630b085dc458,Odoo WooCommerce Connector,Ksolves India Ltd.,364.85,248,37.0,1274,106,26,228.53,58.0,0.18620094025241787,1.3775201993506003,1
682353fc72b9630b085dc459,REST API Foundation,EKIKA,166.05,61,0.0,7579,1103,19,34.31,49.0,0.027954991730015567,1.2403824605961007,1
682353fc72b9630b085dc45a,All In One Survey Management | Morden Survey Theme | Survey By Additional Fields | Survey Templates | Survey Matrix | Custom Survey,Softhealer Technologies,277.65,39,0.0,590,93,131,50.62,832.0,0.04124400120586965,5.311842356992539,1
682353fc72b9630b085dc45b,Stock Barcode Pro for Odoo Community,INKERP,554.19,5,0.0,3166,420,36,2.73,210.0,0.0022243406418811567,24.306578947368422,0
682353fc72b9630b085dc45c,EDI Connector (FTP/SFTP Connector / XML File Format),Vraja Technologies,554.19,11,0.0,1222,169,52,13.87,134.0,0.011300954103623313,2.9322222222222227,1
682353fc72b9630b085dc45d,ShipStation Odoo Connector,Emipro Technologies Pvt. Ltd.,298.75,131,12.0,1497,211,26,1066.16,19.0,0.8686824244498221,0.7454586286056493,1
682353fc72b9630b085dc45e,Activities Management-Advance,Softhealer Technologies,110.22,428,0.0,1379,172,29,50.62,832.0,0.04124400120586965,2.1086665391237807,1
682353fc72b9630b085dc45f,Odoo to Google Sheets Integration | Odoo Google Sheets Connector | Odoo Google Sheets Sync | GoogleSheets Odoo Connector,Creyox Technologies,185.0,8,0.0,3153,420,120,5.28,121.0,0.004302021461220699,2.1945432977461445,0
682353fc72b9630b085dc460,Property Management Website | Property Rental Website | Theme Rental Management | Real Estate Website | Property Sale Website,TechKhedut Inc.,512.38,73,0.0,30,5,125,31.81,69.0,0.025918049750270913,4.849787032654993,1
682353fc72b9630b085dc461,"ChatRoom Marketing & Group with Templates. Whatsapp, Instagram DM, FaceBook Messenger.",AcruxLab,272.03,116,0.0,128,16,86,234.71,17.0,0.19123626082634665,1.7252029426686961,1
682353fc72b9630b085dc462,Odoo Taxjar Connector,TeqStars,266.54,118,15.0,238,34,21,79.61,38.0,0.0648643804029886,1.9545354550120995,1
682353fc72b9630b085dc463,Trilab JPK VAT,Trilab,422.03,58,0.0,20,4,14,23.89,37.0,0.01946501755843987,2.0096666666666665,1
682353fc72b9630b085dc464,Carta Porte México 4.0,Xmarts Group,530.61,1,0.0,244,35,22,1.0,2.0,0.0008147767918978596,0.9999811541215936,0
682353fc72b9630b085dc465,Odoo Google Consent Mode,Garazd Creation,31.1,188,0.0,77,13,24,63.28,72.0,0.05155907539129656,0.5165254941039694,1
682353fc72b9630b085dc466,Advance Vehicle Repair | Vehicle Inspection | Fleet Repair | Car Repair |\n     Automobile Services | Garage Management System,TechKhedut Inc.,171.12,91,0.0,33,4,126,31.81,69.0,0.025918049750270913,1.6196876478939894,1
682353fc72b9630b085dc467,Odoo Tiktok Shop Integration | Odoo Tiktok Shop Connector | Tiktok Shop Connector | Odoo Tiktok Shop Sync,Creyox Technologies,530.0,3,0.0,2983,379,105,5.28,121.0,0.004302021461220699,6.287069988137603,0
682353fc72b9630b085dc468,eLearning Pro,ManpraX Software LLP,509.31,25,0.0,68,10,13,8.33,6.0,0.006787090676509171,2.9998233007421367,1
682353fc72b9630b085dc469,Mass Mailing Theme (with color picker),DROGGOL INFOTECH PRIVATE LIMITED,170.48,240,0.0,143,20,38,240.0,2.0,0.1955464300554863,0.9999413455334625,1
682353fc72b9630b085dc46a,PDF Form and Report,justzxw,508.75,1,0.0,99,21,19,0.5,4.0,0.0004073883959489298,1.8031189083820665,0
682353fc72b9630b085dc46b,Financial Reports For Branch Enterprise Edition Odoo,BROWSEINFO,332.07,203,0.0,256,32,52,53.07,938.0,0.04324020434601941,6.493351583887367,1
682353fc72b9630b085dc46c,FullCalendar Scheduler,MAC5,277.64,23,0.0,377,40,22,15.55,53.0,0.012669779114011718,1.3344869021869743,1
682353fc72b9630b085dc46d,IP Network Printer Drivers (ESC/POS),Optima ICT Services LTD,165.48,260,0.0,92,14,36,144.23,13.0,0.11751525669542828,2.147696301103179,1
682353fc72b9630b085dc46e,DPD France Shipping Integration,Vraja Technologies,165.48,30,0.0,962,134,31,13.87,134.0,0.011300954103623313,0.8755555555555555,1
682353fc72b9630b085dc46f,Odoo Affiliate Management,Webkul Software Pvt. Ltd.,122.39,252,0.0,339,52,25,53.23,448.0,0.04337056863272307,0.8754023317359273,1
682353fc72b9630b085dc470,Vehicle Rental Management | Car Rent | Car Rental Management,TechKhedut Inc.,122.17,46,0.0,25,3,60,31.81,69.0,0.025918049750270913,1.1563653573118788,1
682353fc72b9630b085dc471,All In One Backdate - Advance | Change Effective Date | Sale Backdate | Purchase Backdate | Accounting Backdate | Invoice Backdate | Inventory Backdate | MRP Backdate | Manufacturing Backdate,Softhealer Technologies,127.34,118,0.0,3472,471,191,50.62,832.0,0.04124400120586965,2.4361966711306677,1
682353fc72b9630b085dc472,Odoo Xero Connector,Techloyce,499.0,3,0.0,90,15,19,27.62,13.0,0.022504134992218885,0.9987590568832313,0
682353fc72b9630b085dc473,Odoo Docusign Connector,Techloyce,499.0,27,0.0,188,22,23,27.62,13.0,0.022504134992218885,0.9987590568832313,1
682353fc72b9630b085dc474,Odoo Approval,Domiup (domiup.contact@gmail.com),78.33,266,0.0,109,16,13,34.94,36.0,0.028468301108911215,0.7302134800037289,1
682353fc72b9630b085dc475,All In One WhatsApp For Odoo V18 Enterprise -  WhatsApp Extended | WhatsApp Automation | WhatsApp Marketing | WhatsApp Chatbot,TechUltra Solutions Private Limited,243.8,12,0.0,480,55,126,21.8,49.0,0.01776213406337334,1.6974169741697418,1
682353fc72b9630b085dc476,Customs Duties and Tariff Rates,Odoo Skillz,485.07,11,0.0,347,46,31,7.33,3.0,0.005972313884611311,1.4999536163765115,1
682353fc72b9630b085dc477,Odoo Google Analytics 4 eCommerce Tracking,Garazd Creation,97.73,212,0.0,66,11,42,63.28,72.0,0.05155907539129656,1.6231523002823451,1
682353fc72b9630b085dc478,Emipro Theme Base,Emipro Technologies Pvt. Ltd.,50.0,1907,0.0,72,10,17,1066.16,19.0,0.8686824244498221,0.12476295039425092,1
682353fc72b9630b085dc479,Multi User Inventory Count / Stock Take,Setu Consulting Services Pvt. Ltd.,465.34,56,7.0,556,67,39,47.0,25.0,0.038294509219199406,1.8661373115174849,1
682353fc72b9630b085dc47a,Helpdesk Enterprise,Softhealer Technologies,222.12,31,0.0,327,44,19,50.62,832.0,0.04124400120586965,4.249473885594031,1
682353fc72b9630b085dc47b,Odoo Moodle Connector,WoadSoft,222.12,24,0.0,112,14,21,14.14,7.0,0.011520943837435736,0.8860345446567474,1
682353fc72b9630b085dc47c,Duplication management,GBC Team,444.24,1,0.0,32,5,22,0.67,3.0,0.0005459004505715659,1.4999493534118917,0
682353fc72b9630b085dc47d,Odoo Magento 2 Connector,Globalteckz,443.13,53,0.0,426,60,24,27.27,26.0,0.02221896311505463,3.5982947624847745,1
682353fc72b9630b085dc47e,Kuehne Nagel Shipping Integration,Vraja Technologies,332.07,4,0.0,952,131,33,13.87,134.0,0.011300954103623313,1.7569841269841269,0
682353fc72b9630b085dc47f,Biometric Attendance Machines Integration,"T.V.T Marine Automation (aka TVTMA),Viindoo",231.89,228,0.0,119,16,41,28.28,61.0,0.02304188767487147,2.577414693786818,1
682353fc72b9630b085dc480,"All In One Import - Partner, Product, Sales, Purchase, Accounts, Inventory, BOM, CRM, Project | Import Product Template | Import Product Variant | Import Product Image | Import Sale Order Lines | Import Reordering Rules| Import Purchase Order Lines",Softhealer Technologies,132.39,282,5.0,13324,1998,248,50.62,832.0,0.04124400120586965,2.5328104074995217,1
682353fc72b9630b085dc481,Odoo Cookie Consent Banner,Garazd Creation,84.41,56,0.0,103,17,26,63.28,72.0,0.05155907539129656,1.4019265902673974,1
682353fc72b9630b085dc482,Odoo Mail Inbox,InTechual Solutions,109.95,35,0.0,15,3,15,59.0,16.0,0.04807183072197372,3.6908358509566965,1
682353fc72b9630b085dc483,All In One Access Management,Terabits Technolab,844.88,11,0.0,0,0,28,80.64,42.0,0.0657036004986434,4.104746635573046,1
682353fc72b9630b085dc484,Droggol Theme Common,Droggol Infotech Private Limited,10.0,1832,0.0,0,0,20,1227.33,3.0,1.0,0.18885741265344666,1
682353fc72b9630b085dc485,PBX,Oleksandr Komarov,549.75,17,0.0,22,3,3,16.31,16.0,0.01328900947585409,1.643448626348988,1
682353fc72b9630b085dc486,Odoo SQL Sync,Fasil,103.1,16,0.0,147,21,13,4.62,8.0,0.0037642687785681118,2.282488377241532,1
682353fc72b9630b085dc487,Ramp Add-on for Odoo,ERPIZO,404.06,1,0.0,106,14,20,1.0,2.0,0.0008147767918978596,0.9999752518128048,0
682353fc72b9630b085dc488,Backend Payment Provider: Authorize.Net,Synconics Technologies Pvt. Ltd.,399.82,88,0.0,1919,111,39,37.4,48.0,0.030472652016979948,3.3285048285048284,1
682353fc72b9630b085dc489,Loan Management System in Odoo for Customer and Supplier | Customer Loan | Supplier Loan,DevIntelle Consulting Service Pvt.Ltd,132.16,84,0.0,278,41,88,15.74,376.0,0.012824586704472311,3.9462526127202153,1
682353fc72b9630b085dc48a,All in One Mobile Barcode/QRCode Scanner|Sale Order Mobile Barcode Scanner|Purchase Order Mobile Barcode Scanner|Invoice Mobile Barcode Scanner|Inventory Mobile Barcode Scanner|Bill Of Material Mobile Barcode Scanner,Softhealer Technologies,145.34,237,0.0,719,109,216,50.62,832.0,0.04124400120586965,2.7805624641285633,1
682353fc72b9630b085dc48b,Simplify Group Access,Terabits Technolab,381.81,33,0.0,498,76,21,80.64,42.0,0.0657036004986434,1.854977408541029,1
682353fc72b9630b085dc48c,Odoo Mobile App Builder ( Android & IOS ),Webkul Software Pvt. Ltd.,390.66,52,0.0,113,21,41,53.23,448.0,0.04337056863272307,2.794220728131035,1
682353fc72b9630b085dc48d,Real estate | Property management | Sale and Rental Contract management,Terabits Technolab,389.65,32,0.0,227,34,71,80.64,42.0,0.0657036004986434,1.8930670942039547,1
682353fc72b9630b085dc48e,POS Table Reservation From Website,Webkul Software Pvt. Ltd.,194.84,5,0.0,485,58,34,53.23,448.0,0.04337056863272307,1.3936056076103283,0
682353fc72b9630b085dc48f,Odoo AI Business Card Reader App,Webkul Software Pvt. Ltd.,194.84,8,0.0,469,65,32,53.23,448.0,0.04337056863272307,1.3936056076103283,0
682353fc72b9630b085dc490,Odoo Pipedrive Connector,Pragmatic TechSoft Pvt Ltd.,198.0,42,0.0,108,13,24,54.73,49.0,0.04459273382056986,0.9573542210617929,1
682353fc72b9630b085dc491,HR Attendance Sheet And Policies,"CDS Solutions SRL,Ramadan Khalil",96.79,81,0.0,41,5,32,21.56,9.0,0.01756658763331785,0.8920737327188941,1
682353fc72b9630b085dc492,KPI Balanced Scorecard,faOtools,192.13,103,0.0,268,36,22,131.34,88.0,0.10701278384786489,1.2016386265557573,1
